Count,ReleaseTime,Country,Industry,Client,Circuits
1,0.75,74,1,45781,2043
131,0.708333333336,74,1,55901,2149
108,0.75,74,1,55901,2149
10,0.166666666664,74,1,55901,2149
406,0.208333333336,74,10,55285,2200
66,0.25,74,10,55285,2200
8,0.666666666664,74,10,55285,2200
148,0.625,74,10,56628,2043
163,0.666666666664,74,10,56628,2043
18,0.083333333336,74,10,56628,2043
263,0.458333333336,74,10,55285,2200
132,0.5,74,10,55285,2200
4,0.916666666664,74,10,55285,2200
451,0.208333333336,74,10,55285,2200
143,0.25,74,10,55285,2200
25,0.666666666664,74,10,55285,2200
439,0.208333333336,74,10,55285,2200
116,0.25,74,10,55285,2200
3,0.666666666664,74,10,55285,2200
375,0.291666666664,74,10,55285,2200
91,0.333333333336,74,10,55285,2200
4,0.75,74,10,55285,2200
310,0.208333333336,74,10,55285,2200
61,0.25,74,10,55285,2200
4,0.666666666664,74,10,55285,2200
178,0.333333333336,74,10,54431,2043
119,0.375,74,10,54431,2043
1,0.791666666664,74,10,54431,2043
53,0.25,74,10,55285,2200
219,0.291666666664,74,10,55285,2200
3,0.708333333336,74,10,55285,2200
41,0.25,74,10,55285,2200
166,0.291666666664,74,10,55285,2200
3,0.708333333336,74,10,55285,2200
40,0.25,74,10,55285,2200
170,0.291666666664,74,10,55285,2200
2,0.708333333336,74,10,55285,2200
144,0.625,74,10,56628,2043
147,0.666666666664,74,10,56628,2043
18,0.083333333336,74,10,56628,2043
848,0.208333333336,74,10,55285,2200
270,0.25,74,10,55285,2200
17,0.666666666664,74,10,55285,2200
231,0.75,74,10,72528,2043
127,0.791666666664,74,10,72528,2043
12,0.208333333336,74,10,72528,2043
795,0.208333333336,74,10,55285,2200
172,0.25,74,10,55285,2200
20,0.666666666664,74,10,55285,2200
600,0.208333333336,74,10,55285,2200
161,0.25,74,10,55285,2200
23,0.666666666664,74,10,55285,2200
229,0.833333333336,74,10,55285,2200
63,0.875,74,10,55285,2200
7,0.375,74,10,55285,2200
326,0.916666666664,74,10,55285,2200
97,0.958333333336,74,10,55285,2200
10,0.375,74,10,55285,2200
137,0.625,74,10,56628,2043
142,0.666666666664,74,10,56628,2043
7,0.083333333336,74,10,56628,2043
121,0.625,74,10,56628,2043
143,0.666666666664,74,10,56628,2043
3,0.083333333336,74,10,56628,2043
139,0.625,74,10,56628,2043
123,0.666666666664,74,10,56628,2043
3,0.083333333336,74,10,56628,2043
566,0.208333333336,74,10,55285,2200
190,0.25,74,10,55285,2200
48,0.666666666664,74,10,55285,2200
693,0.208333333336,74,10,55285,2200
130,0.25,74,10,55285,2200
61,0.666666666664,74,10,55285,2200
740,0.25,74,10,55285,2200
149,0.291666666664,74,10,55285,2200
12,0.708333333336,74,10,55285,2200
304,0.25,74,10,55285,2200
51,0.291666666664,74,10,55285,2200
7,0.708333333336,74,10,55285,2200
272,0.5,74,10,55285,2200
68,0.541666666664,74,10,55285,2200
3,0.958333333336,74,10,55285,2200
314,0.25,74,10,55285,2200
27,0.291666666664,74,10,55285,2200
5,0.708333333336,74,10,55285,2200
267,0.791666666664,74,10,55285,2200
122,0.833333333336,74,10,55285,2200
11,0.25,74,10,55285,2200
71,0.666666666664,74,10,56628,2043
182,0.708333333336,74,10,56628,2043
9,0.125,74,10,56628,2043
130,0.5,74,10,55285,2200
30,0.541666666664,74,10,55285,2200
2,0.958333333336,74,10,55285,2200
347,0.25,74,10,55285,2200
72,0.291666666664,74,10,55285,2200
27,0.708333333336,74,10,55285,2200
384,0.25,74,10,55285,2200
81,0.291666666664,74,10,55285,2200
10,0.708333333336,74,10,55285,2200
537,0.25,74,10,55285,2200
132,0.291666666664,74,10,55285,2200
6,0.708333333336,74,10,55285,2200
327,0.958333333336,74,10,55285,2200
56,0.0,74,10,55285,2200
6,0.416666666664,74,10,55285,2200
193,0.708333333336,74,10,56628,2043
139,0.75,74,10,56628,2043
13,0.208333333336,74,10,56628,2043
184,0.541666666664,74,10,55285,2200
81,0.583333333336,74,10,55285,2200
11,0.0,74,10,55285,2200
208,0.5,74,10,55285,2200
65,0.541666666664,74,10,55285,2200
14,0.958333333336,74,10,55285,2200
340,0.25,74,10,55285,2200
42,0.291666666664,74,10,55285,2200
5,0.708333333336,74,10,55285,2200
182,0.25,74,10,55285,2200
46,0.291666666664,74,10,55285,2200
2,0.708333333336,74,10,55285,2200
159,0.5,74,10,55285,2200
25,0.541666666664,74,10,55285,2200
13,0.958333333336,74,10,55285,2200
183,0.458333333336,74,10,55285,2200
51,0.5,74,10,55285,2200
5,0.916666666664,74,10,55285,2200
214,0.25,74,10,55285,2200
67,0.291666666664,74,10,55285,2200
22,0.708333333336,74,10,55285,2200
235,0.25,74,10,55285,2200
72,0.291666666664,74,10,55285,2200
21,0.708333333336,74,10,55285,2200
59,0.375,74,10,55285,2200
224,0.416666666664,74,10,55285,2200
5,0.833333333336,74,10,55285,2200
277,0.25,74,10,55285,2200
49,0.291666666664,74,10,55285,2200
13,0.708333333336,74,10,55285,2200
137,0.666666666664,74,10,56628,2043
128,0.708333333336,74,10,56628,2043
8,0.125,74,10,56628,2043
216,0.416666666664,74,10,55285,2200
87,0.458333333336,74,10,55285,2200
14,0.875,74,10,55285,2200
396,0.25,74,10,55285,2200
69,0.291666666664,74,10,55285,2200
14,0.708333333336,74,10,55285,2200
229,0.458333333336,74,10,55285,2200
71,0.5,74,10,55285,2200
8,0.916666666664,74,10,55285,2200
132,0.25,74,10,55285,2200
32,0.291666666664,74,10,55285,2200
14,0.708333333336,74,10,55285,2200
119,0.666666666664,74,10,56628,2043
101,0.708333333336,74,10,56628,2043
5,0.166666666664,74,10,56628,2043
188,0.666666666664,74,10,55285,2200
52,0.708333333336,74,10,55285,2200
18,0.125,74,10,55285,2200
215,0.25,74,10,55285,2200
35,0.291666666664,74,10,55285,2200
9,0.708333333336,74,10,55285,2200
86,0.666666666664,74,10,56628,2043
168,0.708333333336,74,10,56628,2043
2,0.125,74,10,56628,2043
279,0.333333333336,74,10,55285,2200
92,0.375,74,10,55285,2200
13,0.791666666664,74,10,55285,2200
742,0.25,74,10,55285,2200
86,0.291666666664,74,10,55285,2200
12,0.708333333336,74,10,55285,2200
247,0.25,74,10,55285,2200
53,0.291666666664,74,10,55285,2200
6,0.708333333336,74,10,55285,2200
463,0.25,74,10,55285,2200
100,0.291666666664,74,10,55285,2200
12,0.708333333336,74,10,55285,2200
257,0.708333333336,74,10,56628,2043
46,0.75,74,10,56628,2043
6,0.166666666664,74,10,56628,2043
261,0.625,74,10,55285,2200
31,0.666666666664,74,10,55285,2200
1,0.083333333336,74,10,55285,2200
273,0.333333333336,74,10,55285,2200
48,0.375,74,10,55285,2200
14,0.791666666664,74,10,55285,2200
227,0.25,74,10,55285,2200
64,0.291666666664,74,10,55285,2200
3,0.708333333336,74,10,55285,2200
155,0.541666666664,74,10,55285,2200
67,0.583333333336,74,10,55285,2200
6,0.0,74,10,55285,2200
245,0.25,74,10,55285,2200
78,0.291666666664,74,10,55285,2200
6,0.708333333336,74,10,55285,2200
106,0.666666666664,74,10,56628,2043
176,0.708333333336,74,10,56628,2043
15,0.125,74,10,56628,2043
106,0.416666666664,74,10,55285,2200
267,0.458333333336,74,10,55285,2200
11,0.875,74,10,55285,2200
442,0.25,74,10,55285,2200
81,0.291666666664,74,10,55285,2200
11,0.708333333336,74,10,55285,2200
1,0.208333333336,74,10,55285,2200
556,0.25,74,10,55285,2200
3,0.666666666664,74,10,55285,2200
3,0.208333333336,74,10,55285,2200
516,0.25,74,10,55285,2200
37,0.666666666664,74,10,55285,2200
224,0.458333333336,74,10,55285,2200
86,0.5,74,10,55285,2200
5,0.916666666664,74,10,55285,2200
561,0.25,74,10,55285,2200
36,0.291666666664,74,10,55285,2200
8,0.708333333336,74,10,55285,2200
434,0.25,74,10,55285,2200
94,0.291666666664,74,10,55285,2200
8,0.708333333336,74,10,55285,2200
374,0.25,74,10,55285,2200
73,0.291666666664,74,10,55285,2200
4,0.708333333336,74,10,55285,2200
401,0.25,74,10,55285,2200
45,0.291666666664,74,10,55285,2200
5,0.708333333336,74,10,55285,2200
247,0.541666666664,74,10,55285,2200
44,0.583333333336,74,10,55285,2200
4,0.0,74,10,55285,2200
449,0.25,74,10,55285,2200
61,0.291666666664,74,10,55285,2200
29,0.708333333336,74,10,55285,2200
283,0.708333333336,74,10,56628,2043
84,0.75,74,10,56628,2043
13,0.166666666664,74,10,56628,2043
27,0.666666666664,74,10,56628,2043
146,0.708333333336,74,10,56628,2043
12,0.125,74,10,56628,2043
327,0.958333333336,74,10,55285,2200
346,0.0,74,10,55285,2200
21,0.416666666664,74,10,55285,2200
1,0.208333333336,74,10,55285,2200
188,0.25,74,10,55285,2200
8,0.666666666664,74,10,55285,2200
71,0.666666666664,74,10,56628,2043
182,0.708333333336,74,10,56628,2043
19,0.125,74,10,56628,2043
313,0.333333333336,74,10,55285,2200
44,0.375,74,10,55285,2200
17,0.791666666664,74,10,55285,2200
6,0.208333333336,74,10,55285,2200
218,0.25,74,10,55285,2200
9,0.666666666664,74,10,55285,2200
199,0.083333333336,74,10,55285,2200
159,0.125,74,10,55285,2200
23,0.541666666664,74,10,55285,2200
370,0.25,74,10,55285,2200
77,0.291666666664,74,10,55285,2200
14,0.708333333336,74,10,55285,2200
166,0.375,74,10,55285,2200
108,0.416666666664,74,10,55285,2200
13,0.833333333336,74,10,55285,2200
198,0.25,74,10,55285,2200
35,0.291666666664,74,10,55285,2200
7,0.708333333336,74,10,55285,2200
283,0.5,74,10,55285,2200
35,0.541666666664,74,10,55285,2200
11,0.958333333336,74,10,55285,2200
236,0.25,74,10,55285,2200
41,0.291666666664,74,10,55285,2200
7,0.708333333336,74,10,55285,2200
80,0.666666666664,74,10,56628,2043
161,0.708333333336,74,10,56628,2043
10,0.125,74,10,56628,2043
320,0.25,74,10,55285,2200
164,0.291666666664,74,10,55285,2200
24,0.708333333336,74,10,55285,2200
136,0.333333333336,74,10,55285,2200
105,0.375,74,10,55285,2200
11,0.791666666664,74,10,55285,2200
158,0.333333333336,74,10,55285,2200
104,0.375,74,10,55285,2200
13,0.791666666664,74,10,55285,2200
221,0.25,74,10,55285,2200
46,0.291666666664,74,10,55285,2200
17,0.708333333336,74,10,55285,2200
298,0.25,74,10,55285,2200
89,0.291666666664,74,10,55285,2200
22,0.708333333336,74,10,55285,2200
131,0.458333333336,74,10,55285,2200
53,0.5,74,10,55285,2200
6,0.916666666664,74,10,55285,2200
124,0.25,74,10,55285,2200
20,0.291666666664,74,10,55285,2200
6,0.708333333336,74,10,55285,2200
180,0.458333333336,74,10,55285,2200
41,0.5,74,10,55285,2200
5,0.916666666664,74,10,55285,2200
152,0.25,74,10,55285,2200
35,0.291666666664,74,10,55285,2200
3,0.708333333336,74,10,55285,2200
306,0.25,74,10,55285,2200
56,0.291666666664,74,10,55285,2200
22,0.708333333336,74,10,55285,2200
343,0.25,74,10,55285,2200
73,0.291666666664,74,10,55285,2200
25,0.708333333336,74,10,55285,2200
245,0.708333333336,74,10,56628,2043
16,0.75,74,10,56628,2043
3,0.333333333336,74,10,56628,2043
341,0.25,74,10,55285,2200
92,0.291666666664,74,10,55285,2200
10,0.708333333336,74,10,55285,2200
191,0.25,74,10,55285,2200
32,0.291666666664,74,10,55285,2200
4,0.708333333336,74,10,55285,2200
238,0.25,74,10,55285,2200
29,0.291666666664,74,10,55285,2200
4,0.708333333336,74,10,55285,2200
341,0.25,74,10,55285,2200
88,0.291666666664,74,10,55285,2200
7,0.708333333336,74,10,55285,2200
321,0.25,74,10,55285,2200
88,0.291666666664,74,10,55285,2200
9,0.708333333336,74,10,55285,2200
234,0.916666666664,74,10,55285,2200
77,0.958333333336,74,10,55285,2200
4,0.375,74,10,55285,2200
233,0.458333333336,74,10,55285,2200
24,0.5,74,10,55285,2200
6,0.916666666664,74,10,55285,2200
223,0.208333333336,74,10,55285,2200
35,0.25,74,10,55285,2200
13,0.666666666664,74,10,55285,2200
361,0.208333333336,74,10,55285,2200
47,0.25,74,10,55285,2200
19,0.666666666664,74,10,55285,2200
348,0.208333333336,74,10,55285,2200
17,0.25,74,10,55285,2200
5,0.666666666664,74,10,55285,2200
240,0.208333333336,74,10,55285,2200
24,0.25,74,10,55285,2200
2,0.666666666664,74,10,55285,2200
298,0.625,74,10,55285,2200
180,0.666666666664,74,10,55285,2200
8,0.083333333336,74,10,55285,2200
322,0.208333333336,74,10,55285,2200
36,0.25,74,10,55285,2200
3,0.75,74,10,55285,2200
244.7052865291985,0.375,39,1,79779,2134
0.29471347080151866,0.375,39,1,79779,2329
108.86888257829648,0.416666666664,39,1,79779,2134
0.1311174217035328,0.416666666664,39,1,79779,2329
10.986767966617075,0.833333333336,39,1,79779,2134
0.013232033382925328,0.833333333336,39,1,79779,2329
336.59461861363224,0.375,39,1,79779,2134
0.40538138636780324,0.375,39,1,79779,2329
82.9001582935652,0.416666666664,39,1,79779,2134
0.0998417064348002,0.416666666664,39,1,79779,2329
10.986767966617075,0.833333333336,39,1,79779,2134
0.013232033382925328,0.833333333336,39,1,79779,2329
64.05520592438207,0.875,39,1,75920,2166
311.94479407561795,0.875,39,1,75920,2197
19.420993285583922,0.916666666664,39,1,75920,2166
94.57900671441608,0.916666666664,39,1,75920,2197
1.7035959022442038,0.333333333336,39,1,75920,2166
8.296404097755797,0.333333333336,39,1,75920,2197
45.48601058992024,0.958333333336,39,1,79010,2166
221.51398941007977,0.958333333336,39,1,79010,2197
37.81982902982132,0.0,39,1,79010,2166
184.18017097017866,0.0,39,1,79010,2197
7.6661815600989165,0.416666666664,39,1,79010,2166
37.33381843990108,0.416666666664,39,1,79010,2197
179,0.791666666664,39,1,79779,2049
179,0.833333333336,39,1,79779,2049
56,0.25,39,1,79779,2049
26.57609607500958,0.958333333336,39,1,79010,2166
129.4239039249904,0.958333333336,39,1,79010,2197
54.68542846203894,0.0,39,1,79010,2166
266.31457153796106,0.0,39,1,79010,2197
11.414092545036166,0.416666666664,39,1,79010,2166
55.58590745496384,0.416666666664,39,1,79010,2197
9.199417872118701,0.666666666664,39,1,79010,2166
44.8005821278813,0.666666666664,39,1,79010,2197
46.16744895081792,0.708333333336,39,1,79010,2166
224.8325510491821,0.708333333336,39,1,79010,2197
3.0664726240395668,0.125,39,1,79010,2166
14.933527375960434,0.125,39,1,79010,2197
176.7870845537475,0.541666666664,39,1,76988,2134
0.21291544625252573,0.541666666664,39,1,76988,2329
52.93624565733682,0.583333333336,39,1,76988,2134
0.06375434266318566,0.583333333336,39,1,76988,2329
13.983159230239913,0.0,39,1,76988,2134
0.01684076976008678,0.0,39,1,76988,2329
54.3447092815901,0.416666666664,39,1,51134,2166
264.6552907184099,0.416666666664,39,1,51134,2197
9.880856233016381,0.458333333336,39,1,51134,2166
48.11914376698362,0.458333333336,39,1,51134,2197
3.0664726240395668,0.875,39,1,51134,2166
14.933527375960434,0.875,39,1,51134,2197
57.58154149585409,0.416666666664,39,1,53080,2166
280.4184585041459,0.416666666664,39,1,53080,2197
8.347619920996598,0.458333333336,39,1,53080,2166
40.6523800790034,0.458333333336,39,1,53080,2197
0.5110787706732611,0.875,39,1,53080,2166
2.488921229326739,0.875,39,1,53080,2197
57.751901086078504,0.416666666664,39,1,53080,2166
281.24809891392147,0.416666666664,39,1,53080,2197
9.880856233016381,0.458333333336,39,1,53080,2166
48.11914376698362,0.458333333336,39,1,53080,2197
0.5110787706732611,0.875,39,1,53080,2166
2.488921229326739,0.875,39,1,53080,2197
297,0.0,39,1,76908,2197
196,0.041666666664,39,1,76908,2197
123,0.458333333336,39,1,76908,2197
116,0.5,39,1,79779,2049
42,0.541666666664,39,1,79779,2049
7,0.958333333336,39,1,79779,2049
175,0.833333333336,39,1,76074,2049
139,0.875,39,1,76074,2049
76,0.291666666664,39,1,76074,2049
31.51652419151777,0.833333333336,39,1,53080,2166
153.48347580848224,0.833333333336,39,1,53080,2197
19.932072056257184,0.875,39,1,53080,2166
97.06792794374282,0.875,39,1,53080,2197
2.214674672917465,0.291666666664,39,1,53080,2166
10.785325327082536,0.291666666664,39,1,53080,2197
321,0.625,39,1,73105,2197
53,0.666666666664,39,1,73105,2197
11,0.083333333336,39,1,73105,2197
67.29203813864605,0.458333333336,39,1,51134,2166
327.70796186135397,0.458333333336,39,1,51134,2197
19.250633695359504,0.5,39,1,51134,2166
93.7493663046405,0.5,39,1,51134,2197
1.1925171315709426,0.916666666664,39,1,51134,2166
5.807482868429057,0.916666666664,39,1,51134,2197
455.45147207067146,0.458333333336,39,1,76988,2134
0.5485279293285409,0.458333333336,39,1,76988,2329
198.76062048698162,0.5,39,1,76988,2134
0.2393795130183764,0.5,39,1,76988,2329
1.9975941757485591,0.916666666664,39,1,76988,2134
0.0024058242514409687,0.916666666664,39,1,76988,2329
70.29336453609385,0.5,39,1,79779,1995
34.247439107377424,0.5,39,1,79779,2043
36.437043466462256,0.5,39,1,79779,2049
11.022152890066465,0.5,39,1,79779,2134
16.185972097126875,0.541666666664,39,1,79779,1995
7.885923478672433,0.541666666664,39,1,79779,2043
8.390108692935387,0.541666666664,39,1,79779,2049
2.5379957312653048,0.541666666664,39,1,79779,2134
1.3873690368965892,0.0,39,1,79779,1995
0.6759362981719228,0.0,39,1,79779,2043
0.719152173680176,0.0,39,1,79779,2049
0.2175424912513118,0.0,39,1,79779,2134
351,0.416666666664,39,1,78889,2197
98,0.458333333336,39,1,78889,2197
47,0.875,39,1,78889,2197
171,0.583333333336,39,1,76794,2197
178,0.625,39,1,76794,2197
15,0.041666666664,39,1,76794,2197
29.131489928375885,0.5,39,1,79010,2166
141.86851007162412,0.5,39,1,79010,2197
7.6661815600989165,0.541666666664,39,1,79010,2166
37.33381843990108,0.541666666664,39,1,79010,2197
0.17035959022442038,0.958333333336,39,1,79010,2166
0.8296404097755796,0.958333333336,39,1,79010,2197
67.97347649954374,0.833333333336,39,1,53080,2166
331.0265235004563,0.833333333336,39,1,53080,2197
37.81982902982132,0.875,39,1,53080,2166
184.18017097017866,0.875,39,1,53080,2197
11.925171315709427,0.291666666664,39,1,53080,2166
58.07482868429057,0.291666666664,39,1,53080,2197
347,0.875,39,1,76903,2197
191,0.916666666664,39,1,76903,2197
8,0.333333333336,39,1,76903,2197
51.278236657550536,0.5,39,1,79010,2166
249.72176334244946,0.5,39,1,79010,2197
10.051215823240803,0.541666666664,39,1,79010,2166
48.9487841767592,0.541666666664,39,1,79010,2197
0.34071918044884075,0.0,39,1,79010,2166
1.6592808195511592,0.0,39,1,79010,2197
277,0.416666666664,39,1,76794,2197
194,0.458333333336,39,1,76794,2197
2,0.875,39,1,76794,2197
210,0.75,39,1,73105,2197
214,0.791666666664,39,1,73105,2197
1,0.208333333336,39,1,73105,2197
130,0.875,39,1,76908,2197
248,0.916666666664,39,1,76908,2197
17,0.333333333336,39,1,76908,2197
195,0.625,39,1,73105,2197
328,0.666666666664,39,1,73105,2197
67,0.083333333336,39,1,73105,2197
306,0.625,39,1,73105,2197
289,0.666666666664,39,1,73105,2197
26,0.083333333336,39,1,73105,2197
44.63421263879814,0.958333333336,39,1,75920,2166
217.36578736120185,0.958333333336,39,1,75920,2197
78.87649027390664,0.0,39,1,75920,2166
384.12350972609335,0.0,39,1,75920,2197
5.621866477405872,0.416666666664,39,1,75920,2166
27.378133522594126,0.416666666664,39,1,75920,2197
62.86268879281112,0.833333333336,39,1,75920,2166
306.1373112071889,0.833333333336,39,1,75920,2197
56.0483051838343,0.875,39,1,75920,2166
272.9516948161657,0.875,39,1,75920,2197
10.903013774362904,0.291666666664,39,1,75920,2166
53.096986225637096,0.291666666664,39,1,75920,2197
219.73535933234152,0.541666666664,39,1,76988,2134
0.2646406676585066,0.541666666664,39,1,76988,2329
46.94346313009114,0.583333333336,39,1,76988,2134
0.056536869908862766,0.583333333336,39,1,76988,2329
12.984362142365635,0.0,39,1,76988,2134
0.015637857634366297,0.0,39,1,76988,2329
37.30875025914806,0.875,39,1,75920,2166
181.69124974085193,0.875,39,1,75920,2197
11.754811725485006,0.916666666664,39,1,75920,2166
57.245188274514994,0.916666666664,39,1,75920,2197
1.8739554924686241,0.333333333336,39,1,75920,2166
9.126044507531375,0.333333333336,39,1,75920,2197
44.293493458349296,0.875,39,1,75920,2166
215.7065065416507,0.875,39,1,75920,2197
6.1329452480791335,0.916666666664,39,1,75920,2166
29.86705475192087,0.916666666664,39,1,75920,2197
1.8739554924686241,0.333333333336,39,1,75920,2166
9.126044507531375,0.333333333336,39,1,75920,2197
255,0.083333333336,39,20,78920,2049
425,0.125,39,20,78920,2049
14,0.541666666664,39,20,78920,2049
239,0.041666666664,39,10,76607,2049
179,0.083333333336,39,10,76607,2049
174,0.5,39,10,81067,2329
32,0.541666666664,39,10,81067,2329
7,0.958333333336,39,10,81067,2329
134.9448835078572,0.5,39,10,73987,2130
84.05511649214277,0.5,39,10,73987,2197
24.031280624686904,0.541666666664,39,10,73987,2130
14.968719375313096,0.541666666664,39,10,73987,2197
3.080933413421398,0.958333333336,39,10,73987,2130
1.919066586578602,0.958333333336,39,10,73987,2197
191,0.458333333336,39,10,79218,2134
106,0.5,39,10,79218,2134
57,0.916666666664,39,10,79218,2134
251,0.541666666664,39,10,73140,2197
130,0.583333333336,39,10,73140,2197
13,0.0,39,10,73140,2197
112,0.958333333336,39,10,76607,2197
294,0.0,39,10,76607,2197
38,0.416666666664,39,10,76607,2197
33,0.5,39,10,79115,2329
10,0.541666666664,39,10,79115,2329
2,0.958333333336,39,10,79115,2329
317,0.541666666664,39,10,79297,2049
93,0.583333333336,39,10,79297,2049
17,0.0,39,10,79297,2049
157,0.5,39,10,79297,2049
38,0.541666666664,39,10,79297,2049
2,0.958333333336,39,10,79297,2049
272,0.5,39,10,81067,2329
56,0.541666666664,39,10,81067,2329
8,0.958333333336,39,10,81067,2329
283,0.958333333336,39,10,76607,2049
155,0.0,39,10,76607,2049
14,0.416666666664,39,10,76607,2049
150,0.5,39,10,79218,2134
31,0.541666666664,39,10,79218,2134
9,0.958333333336,39,10,79218,2134
103.11756898709953,0.541666666664,39,10,60809,2049
36.88243101290048,0.541666666664,39,10,60809,2236
15.46763534806493,0.583333333336,39,10,60809,2049
5.5323646519350715,0.583333333336,39,10,60809,2236
9.575202834516384,0.0,39,10,60809,2049
3.424797165483616,0.0,39,10,60809,2236
299,0.791666666664,39,10,81067,2329
146,0.833333333336,39,10,81067,2329
106,0.25,39,10,81067,2329
130.63157672906726,0.458333333336,39,10,73987,2130
81.36842327093274,0.458333333336,39,10,73987,2197
82.56901547969346,0.5,39,10,73987,2130
51.43098452030654,0.5,39,10,73987,2197
11.707546971001312,0.916666666664,39,10,73987,2130
7.292453028998688,0.916666666664,39,10,73987,2197
61.04843906895348,0.416666666664,39,10,7158,2043
64.95156093104653,0.416666666664,39,10,7158,2049
36.33835658866278,0.458333333336,39,10,7158,2043
38.661643411337224,0.458333333336,39,10,7158,2049
3.8760913694573635,0.875,39,10,7158,2043
4.123908630542637,0.875,39,10,7158,2049
141.7845367547217,0.0,39,10,73219,2043
150.84950767869614,0.0,39,10,73219,2049
0.0,0.0,39,10,73219,2103
0.3659555665821478,0.0,39,10,73219,2200
165.979850194094,0.041666666664,39,10,73219,2043
176.5917444839344,0.041666666664,39,10,73219,2049
0.0,0.041666666664,39,10,73219,2103
0.4284053219715928,0.041666666664,39,10,73219,2200
24.67921970815975,0.458333333336,39,10,73219,2043
26.257081541343016,0.458333333336,39,10,73219,2049
0.0,0.458333333336,39,10,73219,2103
0.06369875049723392,0.458333333336,39,10,73219,2200
88,0.916666666664,39,10,76607,2197
151,0.958333333336,39,10,76607,2197
